model_key,mileage,engine_power,fuel,paint_color,car_type,private_parking_available,has_gps,has_air_conditioning,automatic_car,has_getaround_connect,has_speed_regulator,winter_tires,rental_price_per_day,model_key_clean,fuel_clean,paint_color_clean
Citroën,193330,120,diesel,grey,coupe,True,True,False,False,True,True,True,152,Citroën,diesel,grey
Citroën,147130,135,diesel,black,coupe,False,True,False,False,True,False,True,152,Citroën,diesel,black
Citroën,96260,135,diesel,white,coupe,False,True,False,False,True,True,True,159,Citroën,diesel,white
Peugeot,99283,309,petrol,silver,coupe,False,False,False,False,True,False,True,169,Peugeot,petrol,silver
Citroën,48431,135,diesel,grey,coupe,True,True,False,True,True,True,True,164,Citroën,diesel,grey
PGO,170862,170,diesel,white,coupe,True,False,False,False,True,True,True,96,PGO,diesel,white
Citroën,100154,135,diesel,grey,coupe,True,True,False,False,True,False,True,150,Citroën,diesel,grey
Citroën,187967,120,petrol,grey,coupe,True,True,False,False,False,True,True,56,Citroën,petrol,grey
Citroën,39228,135,diesel,grey,coupe,False,False,False,False,True,False,True,121,Citroën,diesel,grey
Renault,90763,230,diesel,white,coupe,False,True,True,False,False,True,False,162,Renault,diesel,white
Citroën,188335,130,diesel,grey,coupe,False,False,False,False,True,False,True,93,Citroën,diesel,grey
Renault,37619,240,petrol,black,coupe,True,False,False,False,True,True,True,166,Renault,petrol,black
Citroën,107375,135,diesel,white,coupe,True,True,False,False,True,True,True,154,Citroën,diesel,white
Peugeot,87304,225,petrol,white,coupe,True,True,True,False,True,True,True,153,Peugeot,petrol,white
Citroën,33947,135,petrol,grey,coupe,False,True,False,False,True,True,True,167,Citroën,petrol,grey
Citroën,61429,135,diesel,black,coupe,True,True,False,False,True,False,True,164,Citroën,diesel,black
Renault,149943,190,petrol,black,coupe,True,True,True,False,True,True,True,102,Renault,petrol,black
Renault,36139,230,diesel,beige,coupe,True,True,False,False,True,False,True,179,Renault,diesel,beige
Citroën,41353,135,diesel,black,coupe,False,False,False,False,True,True,True,148,Citroën,diesel,black
Renault,121100,230,diesel,black,coupe,True,True,True,True,True,True,True,169,Renault,diesel,black
Citroën,80540,120,petrol,black,coupe,False,True,False,True,True,False,True,148,Citroën,petrol,black
Renault,126685,230,diesel,black,coupe,True,True,True,True,True,True,True,191,Renault,diesel,black
Citroën,12634,142,diesel,grey,coupe,True,True,False,False,True,False,True,133,Citroën,diesel,grey
Citroën,47902,140,diesel,black,coupe,True,True,False,False,True,True,True,175,Citroën,diesel,black
Renault,63421,230,diesel,blue,coupe,True,True,True,True,True,True,True,214,Renault,diesel,blue
Peugeot,70880,190,diesel,blue,coupe,False,True,False,False,False,True,True,169,Peugeot,diesel,blue
Citroën,174740,135,diesel,white,coupe,True,True,True,False,True,True,True,150,Citroën,diesel,white
Renault,162327,190,diesel,black,coupe,True,True,False,True,True,True,True,153,Renault,diesel,black
Citroën,45299,120,diesel,brown,coupe,True,True,False,False,True,False,True,166,Citroën,diesel,brown
Citroën,268780,225,petrol,white,coupe,True,True,True,False,True,True,True,114,Citroën,petrol,white
Citroën,61620,120,diesel,blue,coupe,False,True,False,True,True,True,True,164,Citroën,diesel,blue
Citroën,116134,135,diesel,grey,coupe,False,True,False,False,True,True,True,148,Citroën,diesel,grey
Citroën,46706,120,diesel,blue,coupe,True,True,False,False,True,True,True,155,Citroën,diesel,blue
Citroën,260217,120,diesel,grey,coupe,True,True,False,False,True,True,True,92,Citroën,diesel,grey
Citroën,143853,120,diesel,black,coupe,True,True,True,False,True,True,True,130,Citroën,diesel,black
Citroën,65008,140,diesel,white,coupe,True,False,True,False,True,True,True,156,Citroën,diesel,white
Citroën,189137,130,diesel,grey,coupe,False,False,False,False,True,False,True,93,Citroën,diesel,grey
Citroën,140694,120,diesel,black,coupe,True,True,False,False,True,True,True,135,Citroën,diesel,black
Citroën,202363,120,diesel,black,coupe,True,False,False,False,True,False,True,87,Citroën,diesel,black
Citroën,221500,155,petrol,grey,coupe,True,True,True,False,True,True,True,96,Citroën,petrol,grey
Citroën,47876,120,diesel,blue,coupe,True,True,False,False,True,True,True,158,Citroën,diesel,blue
Citroën,224613,130,diesel,white,coupe,False,False,False,False,True,False,True,94,Citroën,diesel,white
Citroën,274992,210,diesel,black,coupe,True,True,False,False,True,True,True,138,Citroën,diesel,black
Citroën,91931,135,diesel,black,coupe,False,False,False,True,True,False,True,112,Citroën,diesel,black
Peugeot,23886,110,diesel,red,coupe,False,True,False,False,True,False,True,129,Peugeot,diesel,red
Citroën,140464,105,diesel,blue,coupe,False,False,False,False,False,True,True,94,Citroën,diesel,blue
Peugeot,50421,100,diesel,grey,coupe,True,True,False,False,False,True,True,131,Peugeot,diesel,grey
Renault,136545,230,diesel,black,coupe,True,True,True,False,True,True,True,171,Renault,diesel,black
Peugeot,169970,309,petrol,grey,coupe,True,True,False,False,True,False,True,189,Peugeot,petrol,grey
PGO,122991,170,diesel,green,coupe,True,True,True,False,True,False,True,106,PGO,diesel,others
Citroën,102178,120,petrol,grey,coupe,True,False,False,False,True,False,True,103,Citroën,petrol,grey
Renault,173302,210,diesel,grey,coupe,True,True,True,False,True,False,True,139,Renault,diesel,grey
Citroën,202811,120,diesel,black,coupe,True,False,False,False,True,False,True,88,Citroën,diesel,black
Citroën,169722,145,diesel,grey,coupe,True,False,False,False,True,False,True,91,Citroën,diesel,grey
Citroën,129338,135,diesel,blue,coupe,True,True,False,False,True,False,True,113,Citroën,diesel,blue
Citroën,186950,120,petrol,grey,coupe,True,True,False,False,False,True,True,52,Citroën,petrol,grey
Peugeot,34463,105,diesel,blue,coupe,False,False,True,False,False,True,True,154,Peugeot,diesel,blue
Citroën,110818,135,diesel,black,coupe,True,True,True,False,False,False,True,122,Citroën,diesel,black
Citroën,200510,135,diesel,grey,coupe,True,True,False,False,True,False,True,104,Citroën,diesel,grey
Renault,161794,190,diesel,black,coupe,True,True,False,True,True,True,True,152,Renault,diesel,black
Citroën,227832,120,diesel,black,estate,True,False,False,False,False,False,True,73,Citroën,diesel,black
Peugeot,108245,100,diesel,brown,estate,True,True,True,False,False,False,True,108,Peugeot,diesel,brown
Renault,221018,135,diesel,black,estate,True,True,False,True,True,False,True,128,Renault,diesel,black
Peugeot,101658,100,diesel,grey,estate,False,True,False,False,False,False,True,107,Peugeot,diesel,grey
Citroën,163181,120,diesel,grey,estate,False,False,False,False,False,False,True,91,Citroën,diesel,grey
Citroën,143180,135,diesel,black,estate,False,True,False,False,True,False,True,114,Citroën,diesel,black
Renault,146310,85,diesel,black,estate,False,False,False,False,False,False,True,87,Renault,diesel,black
PGO,107560,190,diesel,grey,estate,False,False,False,False,False,False,False,120,PGO,diesel,grey
Peugeot,78425,100,diesel,beige,estate,False,True,False,False,False,False,True,113,Peugeot,diesel,beige
Renault,95078,140,diesel,black,estate,False,False,False,False,False,False,False,146,Renault,diesel,black
Renault,246424,120,diesel,black,estate,True,True,False,False,False,False,True,77,Renault,diesel,black
Peugeot,203950,105,diesel,white,estate,False,True,False,False,False,False,True,89,Peugeot,diesel,white
Renault,158002,85,diesel,white,estate,False,False,False,False,False,False,True,94,Renault,diesel,white
Peugeot,193476,105,diesel,silver,estate,False,False,False,False,False,False,False,81,Peugeot,diesel,silver
Citroën,209208,135,diesel,black,estate,False,False,False,False,False,False,False,28,Citroën,diesel,black
Renault,135119,85,diesel,white,estate,False,True,False,False,False,False,True,104,Renault,diesel,white
Renault,199603,120,diesel,blue,estate,True,True,True,False,True,False,True,114,Renault,diesel,blue
Peugeot,41142,105,diesel,blue,estate,False,False,False,False,False,False,False,135,Peugeot,diesel,blue
Renault,46738,85,diesel,black,estate,False,False,False,False,False,False,False,120,Renault,diesel,black
Citroën,146639,135,diesel,silver,estate,False,True,False,False,False,False,True,28,Citroën,diesel,silver
Renault,159983,85,diesel,grey,estate,False,False,False,False,False,False,False,28,Renault,diesel,grey
Renault,156627,85,diesel,blue,estate,False,True,False,False,False,False,True,95,Renault,diesel,blue
Peugeot,146338,105,diesel,black,estate,False,True,False,False,False,False,True,115,Peugeot,diesel,black
Renault,270884,100,diesel,blue,estate,True,False,False,False,False,False,True,33,Renault,diesel,blue
Audi,175096,160,diesel,blue,estate,False,False,False,False,False,False,False,81,Audi,diesel,blue
Citroën,155503,135,diesel,blue,estate,False,True,False,False,False,False,True,110,Citroën,diesel,blue
Audi,134094,160,diesel,white,estate,False,False,False,False,False,False,False,126,Audi,diesel,white
Peugeot,156885,100,diesel,grey,estate,False,False,False,False,False,False,True,101,Peugeot,diesel,grey
Citroën,302525,100,diesel,grey,estate,False,False,False,False,False,False,True,32,Citroën,diesel,grey
Citroën,181052,120,diesel,black,estate,False,True,False,False,False,False,True,107,Citroën,diesel,black
Audi,106054,160,diesel,black,estate,False,True,False,False,False,False,True,137,Audi,diesel,black
Renault,146528,140,diesel,white,estate,True,True,True,False,False,False,True,136,Renault,diesel,white
Citroën,183403,135,diesel,grey,estate,False,True,False,False,False,False,True,107,Citroën,diesel,grey
Renault,130852,85,diesel,white,estate,False,False,False,False,False,False,False,88,Renault,diesel,white
Citroën,186697,135,diesel,white,estate,False,False,False,False,False,False,False,49,Citroën,diesel,white
Citroën,132746,135,diesel,white,estate,False,False,False,False,False,False,False,109,Citroën,diesel,white
Citroën,101013,120,diesel,blue,estate,False,True,False,False,False,False,True,28,Citroën,diesel,blue
Renault,130019,85,diesel,white,estate,False,False,False,False,False,False,False,28,Renault,diesel,white
Citroën,90747,160,diesel,grey,estate,False,False,False,False,False,False,False,106,Citroën,diesel,grey
Renault,145179,85,diesel,brown,estate,False,True,False,False,False,False,True,97,Renault,diesel,brown
Citroën,87171,135,diesel,silver,estate,False,False,False,False,False,False,False,137,Citroën,diesel,silver
Citroën,110212,135,diesel,black,estate,False,False,False,False,False,False,False,95,Citroën,diesel,black
Peugeot,11917,110,diesel,white,estate,False,False,False,False,False,False,False,153,Peugeot,diesel,white
Peugeot,12508,110,diesel,white,estate,False,False,False,False,False,False,False,154,Peugeot,diesel,white
PGO,149525,190,diesel,silver,estate,False,False,False,False,False,False,False,124,PGO,diesel,silver
Peugeot,122357,105,diesel,grey,estate,False,True,False,False,False,False,True,117,Peugeot,diesel,grey
Citroën,165516,135,diesel,blue,estate,False,False,False,False,False,False,True,28,Citroën,diesel,blue
Peugeot,158853,100,diesel,black,estate,True,False,False,False,False,False,True,104,Peugeot,diesel,black
Peugeot,167280,105,diesel,white,estate,False,True,False,False,False,False,True,115,Peugeot,diesel,white
Citroën,69978,135,diesel,grey,estate,False,False,False,False,False,False,False,134,Citroën,diesel,grey
Peugeot,105105,105,diesel,white,estate,False,False,False,False,False,False,False,77,Peugeot,diesel,white
Peugeot,170164,105,diesel,grey,estate,False,True,False,False,False,False,True,28,Peugeot,diesel,grey
Peugeot,153585,105,diesel,white,estate,False,False,False,False,False,False,False,117,Peugeot,diesel,white
Audi,156127,190,diesel,black,estate,True,True,False,False,True,True,True,133,Audi,diesel,black
Citroën,117722,122,diesel,black,estate,False,False,False,False,False,False,True,96,Citroën,diesel,black
Citroën,236095,135,diesel,blue,estate,False,False,False,False,False,False,True,78,Citroën,diesel,blue
Renault,142031,85,diesel,black,estate,False,True,False,False,False,False,True,114,Renault,diesel,black
Peugeot,150807,105,diesel,black,estate,False,True,False,False,False,False,True,107,Peugeot,diesel,black
Peugeot,185085,105,diesel,white,estate,False,True,False,False,False,False,True,96,Peugeot,diesel,white
Citroën,163879,120,diesel,grey,estate,False,False,False,False,False,False,True,93,Citroën,diesel,grey
Audi,137744,200,petrol,black,estate,False,True,True,False,True,False,False,142,Audi,petrol,black
Renault,94829,85,diesel,grey,estate,False,False,False,False,False,False,False,112,Renault,diesel,grey
PGO,127461,190,diesel,silver,estate,False,True,False,False,False,False,True,28,PGO,diesel,silver
Citroën,58673,135,diesel,grey,estate,False,False,False,False,False,False,False,135,Citroën,diesel,grey
Citroën,183683,135,diesel,black,estate,False,False,False,False,False,False,True,35,Citroën,diesel,black
Citroën,153236,135,diesel,blue,estate,False,True,False,True,False,False,True,109,Citroën,diesel,blue
Peugeot,65933,105,diesel,white,estate,False,False,False,False,False,False,False,123,Peugeot,diesel,white
Citroën,77419,120,diesel,grey,estate,False,False,False,False,False,False,False,110,Citroën,diesel,grey
Citroën,170322,120,diesel,black,estate,False,False,False,False,False,False,False,113,Citroën,diesel,black
Renault,83133,85,diesel,white,estate,False,True,False,False,False,False,True,120,Renault,diesel,white
Citroën,140324,135,diesel,silver,estate,False,False,False,False,False,False,False,88,Citroën,diesel,silver
Peugeot,147097,105,diesel,black,estate,False,False,False,False,False,False,False,28,Peugeot,diesel,black
Peugeot,132871,85,diesel,grey,estate,True,False,False,False,False,False,True,66,Peugeot,diesel,grey
Peugeot,109741,100,diesel,grey,estate,True,True,False,False,False,False,True,110,Peugeot,diesel,grey
Citroën,168016,135,diesel,red,estate,False,True,False,False,True,True,True,110,Citroën,diesel,red
Renault,238036,120,diesel,black,estate,True,True,False,False,False,False,True,114,Renault,diesel,black
Renault,147228,85,diesel,silver,estate,True,True,False,False,False,False,True,103,Renault,diesel,silver
Audi,159659,190,diesel,black,estate,True,True,False,True,True,True,True,142,Audi,diesel,black
Peugeot,123340,105,diesel,brown,estate,False,True,False,False,False,True,True,119,Peugeot,diesel,brown
Peugeot,168068,100,diesel,grey,estate,False,True,False,False,False,False,True,89,Peugeot,diesel,grey
Citroën,163601,120,diesel,beige,estate,False,True,False,False,False,False,True,108,Citroën,diesel,beige
Citroën,149108,135,diesel,white,estate,False,True,True,False,False,False,True,106,Citroën,diesel,white
Renault,173446,135,diesel,black,estate,True,True,False,False,True,False,True,125,Renault,diesel,black
Citroën,197516,135,diesel,black,estate,True,True,False,False,False,False,True,100,Citroën,diesel,black
Peugeot,170832,100,diesel,blue,estate,True,True,False,False,False,False,True,101,Peugeot,diesel,blue
Citroën,149085,135,diesel,black,estate,True,True,False,False,True,False,True,122,Citroën,diesel,black
Audi,255957,230,diesel,grey,estate,True,True,True,True,True,True,True,133,Audi,diesel,grey
Renault,175024,135,diesel,blue,estate,True,True,True,False,True,True,True,117,Renault,diesel,blue
Peugeot,132731,100,diesel,grey,estate,True,True,False,False,False,False,True,112,Peugeot,diesel,grey
Audi,214691,120,diesel,black,estate,True,True,False,False,True,False,True,71,Audi,diesel,black
Citroën,177568,120,diesel,brown,estate,False,True,False,False,False,False,True,101,Citroën,diesel,brown
Citroën,106878,135,diesel,white,estate,False,True,False,False,True,True,True,124,Citroën,diesel,white
Peugeot,144727,105,diesel,white,estate,False,True,True,False,True,True,True,120,Peugeot,diesel,white
Audi,46731,140,diesel,blue,estate,False,False,False,False,False,False,False,109,Audi,diesel,blue
Citroën,150969,135,diesel,blue,estate,False,False,False,False,False,False,True,28,Citroën,diesel,blue
Peugeot,164900,100,diesel,silver,estate,False,True,False,False,False,False,True,85,Peugeot,diesel,silver
Peugeot,150002,100,diesel,red,estate,False,True,False,False,False,True,True,103,Peugeot,diesel,red
Renault,117872,85,diesel,black,estate,True,True,False,False,False,False,True,102,Renault,diesel,black
Citroën,66314,135,diesel,white,estate,False,False,False,False,False,False,False,127,Citroën,diesel,white
Peugeot,216114,105,diesel,blue,estate,False,True,False,False,False,False,True,99,Peugeot,diesel,blue
Peugeot,159505,100,diesel,grey,estate,False,False,False,False,False,False,True,100,Peugeot,diesel,grey
Citroën,221904,100,diesel,blue,estate,True,False,False,False,True,False,True,35,Citroën,diesel,blue
Renault,147243,120,diesel,blue,estate,True,True,True,False,True,False,True,128,Renault,diesel,blue
Audi,140638,160,diesel,black,estate,True,True,False,False,True,True,True,133,Audi,diesel,black
Citroën,123796,135,diesel,black,estate,True,True,False,False,True,True,True,125,Citroën,diesel,black
Renault,201102,85,diesel,black,estate,True,False,False,False,False,False,True,94,Renault,diesel,black
Peugeot,238592,90,diesel,grey,estate,False,True,False,False,False,False,True,62,Peugeot,diesel,grey
Peugeot,182798,105,diesel,white,estate,True,False,False,False,False,False,True,102,Peugeot,diesel,white
Peugeot,116868,105,diesel,white,estate,False,True,False,False,True,False,True,117,Peugeot,diesel,white
Peugeot,64486,100,diesel,blue,estate,True,True,False,False,False,False,True,111,Peugeot,diesel,blue
Peugeot,167013,100,diesel,black,estate,True,True,False,False,False,False,True,111,Peugeot,diesel,black
Peugeot,319724,90,diesel,grey,estate,True,False,False,False,False,False,True,55,Peugeot,diesel,grey
Citroën,103683,120,diesel,black,estate,True,True,True,False,False,False,True,102,Citroën,diesel,black
Citroën,73416,120,diesel,blue,estate,False,True,False,False,False,False,True,130,Citroën,diesel,blue
Renault,142724,120,diesel,black,estate,True,True,False,False,True,False,True,122,Renault,diesel,black
Citroën,127017,120,diesel,grey,estate,False,True,False,False,False,False,True,114,Citroën,diesel,grey
Citroën,151391,120,diesel,grey,estate,False,True,False,False,False,True,True,123,Citroën,diesel,grey
Renault,88985,135,diesel,grey,estate,True,True,False,False,True,False,True,135,Renault,diesel,grey
Citroën,186684,120,diesel,brown,estate,True,True,False,False,False,False,True,107,Citroën,diesel,brown
Renault,156756,120,diesel,black,estate,True,True,False,False,False,False,True,117,Renault,diesel,black
Citroën,236259,135,diesel,blue,estate,False,False,False,False,False,False,True,80,Citroën,diesel,blue
Citroën,233375,135,diesel,black,estate,False,True,False,False,False,False,True,98,Citroën,diesel,black
Peugeot,195032,100,diesel,grey,estate,False,False,False,False,False,False,True,70,Peugeot,diesel,grey
Peugeot,228885,100,diesel,grey,estate,True,True,True,False,False,False,True,77,Peugeot,diesel,grey
Renault,214613,85,diesel,white,estate,False,True,False,False,False,False,True,91,Renault,diesel,white
Peugeot,154190,105,diesel,black,estate,False,True,False,False,True,False,True,106,Peugeot,diesel,black
Citroën,243093,110,diesel,grey,estate,True,False,False,False,False,False,True,37,Citroën,diesel,grey
Peugeot,79526,105,diesel,white,estate,False,False,False,False,False,False,False,122,Peugeot,diesel,white
Citroën,169449,135,diesel,brown,estate,True,False,False,False,False,False,True,103,Citroën,diesel,brown
Renault,157968,120,diesel,grey,estate,True,True,True,False,True,False,True,119,Renault,diesel,grey
Citroën,161034,120,diesel,black,estate,True,True,False,False,True,True,True,122,Citroën,diesel,black
Peugeot,197704,100,diesel,brown,estate,False,True,False,False,False,False,True,97,Peugeot,diesel,brown
Renault,83268,85,diesel,brown,estate,False,True,False,False,True,False,True,111,Renault,diesel,brown
Citroën,139999,120,diesel,blue,estate,False,True,False,False,True,True,True,122,Citroën,diesel,blue
Peugeot,139649,105,diesel,white,estate,False,True,False,False,False,False,True,99,Peugeot,diesel,white
Citroën,173160,122,diesel,grey,estate,True,True,False,False,True,False,True,114,Citroën,diesel,grey
Peugeot,80340,100,diesel,grey,estate,False,True,False,False,False,False,True,115,Peugeot,diesel,grey
Audi,234787,230,diesel,black,estate,True,True,False,True,True,True,True,139,Audi,diesel,black
Peugeot,181297,105,diesel,brown,estate,False,True,False,False,True,True,True,115,Peugeot,diesel,brown
Audi,223829,190,diesel,black,estate,True,True,True,True,True,False,True,144,Audi,diesel,black
Renault,163675,135,diesel,brown,estate,True,True,True,False,True,False,True,122,Renault,diesel,brown
Citroën,110136,120,diesel,white,estate,True,True,False,False,True,True,True,133,Citroën,diesel,white
Audi,230212,150,diesel,blue,estate,True,True,False,False,True,True,True,119,Audi,diesel,blue
Peugeot,125974,105,diesel,grey,estate,False,True,False,False,False,False,True,117,Peugeot,diesel,grey
